user_id,Action,Adventure,Animation,Children,Comedy,Crime,Documentary,Drama,Fantasy,Film-Noir,Horror,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western,release_year
1,0.2545824847250509,0.12525458248472504,0.04073319755600815,0.0560081466395112,0.32179226069246436,0.08757637474541752,0.024439918533604887,0.42769857433808556,0.007128309572301426,0.0050916496945010185,0.045824847250509164,0.038696537678207736,0.018329938900203666,0.17617107942973523,0.17515274949083504,0.19144602851323828,0.09368635437881874,0.02240325865580448,1981.0865580448065
2,0.16521739130434782,0.05652173913043478,0.017391304347826087,0.05217391304347826,0.26521739130434785,0.14782608695652175,0.0,0.5826086956521739,0.013043478260869565,0.0391304347826087,0.02608695652173913,0.013043478260869565,0.06086956521739131,0.28695652173913044,0.06521739130434782,0.18695652173913044,0.04782608695652174,0.0,1995.391304347826
3,0.2582781456953642,0.09271523178807947,0.0,0.0,0.2052980132450331,0.1986754966887417,0.033112582781456956,0.423841059602649,0.0,0.033112582781456956,0.07947019867549669,0.026490066225165563,0.23178807947019867,0.11258278145695365,0.1456953642384106,0.3509933774834437,0.09271523178807947,0.0,1996.9403973509934
4,0.2980769230769231,0.1346153846153846,0.0,0.0,0.19230769230769232,0.18269230769230768,0.04807692307692308,0.25961538461538464,0.0,0.0,0.038461538461538464,0.04807692307692308,0.19230769230769232,0.125,0.22115384615384615,0.41346153846153844,0.08653846153846154,0.0,1994.9038461538462
5,0.3499005964214712,0.21272365805168986,0.10536779324055666,0.1411530815109344,0.48906560636182905,0.06958250497017893,0.0,0.14314115308151093,0.009940357852882704,0.009940357852882704,0.1411530815109344,0.07952286282306163,0.017892644135188866,0.0874751491053678,0.23061630218687873,0.11133200795228629,0.08946322067594434,0.009940357852882704,1969.023856858847
6,0.10951760104302477,0.09908735332464146,0.04432855280312908,0.07953063885267275,0.3011734028683181,0.06779661016949153,0.005215123859191656,0.5058670143415906,0.009126466753585397,0.03650586701434159,0.020860495436766623,0.05997392438070404,0.06649282920469361,0.20208604954367665,0.05867014341590613,0.12385919165580182,0.10430247718383312,0.02346805736636245,1978.8344198174707
7,0.2309136420525657,0.14518147684605756,0.03629536921151439,0.09136420525657071,0.21088861076345433,0.08010012515644556,0.013141426783479349,0.3848560700876095,0.018147684605757195,0.026282853566958697,0.10450563204005006,0.06758448060075094,0.05131414267834793,0.13516896120150187,0.1195244055068836,0.18898623279098872,0.11514392991239049,0.044430538172715896,1979.6439299123904
8,0.7098214285714286,0.29017857142857145,0.0,0.017857142857142856,0.10714285714285714,0.16517857142857142,0.0,0.32142857142857145,0.0,0.017857142857142856,0.022321428571428572,0.0,0.013392857142857142,0.125,0.32589285714285715,0.30357142857142855,0.21428571428571427,0.05803571428571429,1987.8169642857142
9,0.2127659574468085,0.1595744680851064,0.0,0.0,0.2872340425531915,0.0,0.0,0.46808510638297873,0.0,0.05319148936170213,0.05319148936170213,0.0,0.0425531914893617,0.40425531914893614,0.20212765957446807,0.23404255319148937,0.2127659574468085,0.0,1981.8085106382978
10,0.13824289405684753,0.07881136950904392,0.037467700258397935,0.04392764857881137,0.23901808785529716,0.09302325581395349,0.015503875968992248,0.4470284237726098,0.00516795865633075,0.05426356589147287,0.03488372093023256,0.07493540051679587,0.08914728682170543,0.1937984496124031,0.06589147286821706,0.18992248062015504,0.11369509043927649,0.029715762273901807,1978.0103359173127
11,0.16108452950558214,0.07974481658692185,0.0,0.03189792663476874,0.40350877192982454,0.07496012759170653,0.0,0.49122807017543857,0.012759170653907496,0.004784688995215311,0.025518341307814992,0.003189792663476874,0.06539074960127592,0.23444976076555024,0.12440191387559808,0.1674641148325359,0.09888357256778309,0.030303030303030304,1988.9888357256777
12,0.27232142857142855,0.13839285714285715,0.017857142857142856,0.05357142857142857,0.26785714285714285,0.03571428571428571,0.0,0.48660714285714285,0.0,0.0,0.004464285714285714,0.0625,0.05803571428571429,0.2544642857142857,0.12946428571428573,0.23660714285714285,0.14285714285714285,0.03571428571428571,1986.513392857143
13,0.2416243654822335,0.11472081218274112,0.029949238578680204,0.0766497461928934,0.2898477157360406,0.0715736040609137,0.02284263959390863,0.3913705583756345,0.01979695431472081,0.030456852791878174,0.0649746192893401,0.048730964467005075,0.05177664974619289,0.17969543147208122,0.10609137055837563,0.17817258883248732,0.07360406091370558,0.026395939086294416,1985.2208121827412
14,0.17206982543640897,0.16209476309226933,0.06234413965087282,0.059850374064837904,0.3516209476309227,0.06733167082294264,0.017456359102244388,0.39650872817955113,0.007481296758104738,0.034912718204488775,0.00997506234413965,0.04239401496259352,0.06733167082294264,0.20448877805486285,0.1371571072319202,0.13216957605985039,0.09975062344139651,0.00997506234413965,1985.563591022444
15,0.19732441471571907,0.12040133779264214,0.006688963210702341,0.043478260869565216,0.2508361204013378,0.05016722408026756,0.0,0.5117056856187291,0.033444816053511704,0.020066889632107024,0.006688963210702341,0.013377926421404682,0.056856187290969896,0.28762541806020064,0.10702341137123746,0.19732441471571907,0.11371237458193979,0.0,1995.7959866220735
16,0.22772277227722773,0.0924092409240924,0.06435643564356436,0.0858085808580858,0.25742574257425743,0.1485148514851485,0.0,0.4042904290429043,0.00825082508250825,0.041254125412541254,0.06435643564356436,0.07755775577557755,0.0594059405940594,0.1848184818481848,0.12211221122112212,0.24917491749174916,0.0891089108910891,0.019801980198019802,1982.8993399339934
17,0.10588235294117647,0.16470588235294117,0.047058823529411764,0.10588235294117647,0.32941176470588235,0.058823529411764705,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.15294117647058825,0.12941176470588237,0.11764705882352941,0.11764705882352941,0.0,1994.7529411764706
18,0.08837209302325581,0.06325581395348837,0.04744186046511628,0.06976744186046512,0.3516279069767442,0.04744186046511628,0.011162790697674419,0.5358139534883721,0.013023255813953489,0.013023255813953489,0.014883720930232559,0.08372093023255814,0.03255813953488372,0.23534883720930233,0.04744186046511628,0.0827906976744186,0.10046511627906977,0.013953488372093023,1980.8548837209303
19,0.23943661971830985,0.1267605633802817,0.0,0.07042253521126761,0.6338028169014085,0.0,0.0,0.5352112676056338,0.0,0.0,0.08450704225352113,0.056338028169014086,0.0,0.2112676056338028,0.056338028169014086,0.09859154929577464,0.056338028169014086,0.07042253521126761,1990.9859154929577
20,0.44966442953020136,0.3087248322147651,0.08053691275167785,0.15436241610738255,0.2348993288590604,0.03355704697986577,0.0,0.31543624161073824,0.026845637583892617,0.0,0.020134228187919462,0.087248322147651,0.020134228187919462,0.15436241610738255,0.19463087248322147,0.2550335570469799,0.1610738255033557,0.0,1986.9530201342282
21,0.20920502092050208,0.0794979079497908,0.06485355648535565,0.06276150627615062,0.19665271966527198,0.10669456066945607,0.006276150627615063,0.2907949790794979,0.016736401673640166,0.012552301255230125,0.3493723849372385,0.0397489539748954,0.04602510460251046,0.0794979079497908,0.12133891213389121,0.3598326359832636,0.03138075313807531,0.0,1990.0271966527196
22,0.5804195804195804,0.28205128205128205,0.0,0.023310023310023312,0.5011655011655012,0.07459207459207459,0.0,0.1655011655011655,0.002331002331002331,0.011655011655011656,0.04428904428904429,0.039627039627039624,0.006993006993006993,0.16083916083916083,0.2261072261072261,0.20279720279720279,0.1282051282051282,0.039627039627039624,1987.2703962703963
23,0.23497267759562843,0.18761384335154827,0.08196721311475409,0.10200364298724955,0.331511839708561,0.04918032786885246,0.00546448087431694,0.37522768670309653,0.009107468123861567,0.014571948998178506,0.02185792349726776,0.10564663023679417,0.03825136612021858,0.2204007285974499,0.19854280510018216,0.1366120218579235,0.08378870673952642,0.025500910746812388,1984.327868852459
24,0.11904761904761904,0.10884353741496598,0.017006802721088437,0.0782312925170068,0.2891156462585034,0.12585034013605442,0.0,0.5544217687074829,0.0,0.0,0.027210884353741496,0.03741496598639456,0.034013605442176874,0.23809523809523808,0.07482993197278912,0.21768707482993196,0.08503401360544217,0.013605442176870748,1989.8469387755101
25,0.2563291139240506,0.1962025316455696,0.11392405063291139,0.12658227848101267,0.3512658227848101,0.022151898734177215,0.0,0.31329113924050633,0.012658227848101266,0.012658227848101266,0.02531645569620253,0.06329113924050633,0.02531645569620253,0.15822784810126583,0.22468354430379747,0.19936708860759494,0.11392405063291139,0.00949367088607595,1976.9240506329113
26,0.3111111111111111,0.15555555555555556,0.01904761904761905,0.04126984126984127,0.2857142857142857,0.10793650793650794,0.0,0.42857142857142855,0.0,0.015873015873015872,0.02857142857142857,0.0,0.05714285714285714,0.20952380952380953,0.14603174603174604,0.2634920634920635,0.07936507936507936,0.006349206349206349,1995.4666666666667
27,0.3950617283950617,0.13580246913580246,0.024691358024691357,0.024691358024691357,0.06172839506172839,0.06172839506172839,0.0,0.5061728395061729,0.0,0.0,0.09876543209876543,0.024691358024691357,0.024691358024691357,0.12345679012345678,0.1728395061728395,0.49382716049382713,0.1728395061728395,0.0,1995.4814814814815
28,0.3299319727891156,0.19727891156462585,0.02040816326530612,0.027210884353741496,0.1292517006802721,0.0782312925170068,0.0,0.24149659863945577,0.006802721088435374,0.013605442176870748,0.2755102040816326,0.047619047619047616,0.030612244897959183,0.08843537414965986,0.3469387755102041,0.40816326530612246,0.06802721088435375,0.013605442176870748,1985.5102040816328
